formula,Crystal System,band_gap_calculated (eV)
Np(WO4)2,Orthorhombic,0.4593
CrC32O5,Monoclinic,0.4591
OsClF8,Monoclinic,0.4591
In2PdRh,Orthorhombic,0.459
Li3(FeO2)5,Triclinic,0.459
Eu3(BO3)2,Trigonal,0.4588
Zn2MoN3,Monoclinic,0.4587
AlPO6,Triclinic,0.4585
Mn6OF11,Monoclinic,0.4581
Na2GeO9,Monoclinic,0.4579
Mo2Se3S,Trigonal,0.4578
NbTeI3,Monoclinic,0.4578
EuCN2,Orthorhombic,0.4575
NiSO9,Triclinic,0.4575
V3Si3O10,Triclinic,0.4575
CoHO2,Triclinic,0.4574
Li4Co3O7,Triclinic,0.4574
CsUO3,Cubic,0.4571
MnCdS2,Trigonal,0.4569
Sn4Te5Pb,Tetragonal,0.4565
V6O5F8,Monoclinic,0.4562
Li9Mn7O16,Triclinic,0.456
Sr2MgHg,Orthorhombic,0.456
Mn3OF8,Monoclinic,0.4559
V3O5F,Triclinic,0.4559
Ca3(CoN2)2,Orthorhombic,0.4558
Li(CoO2)2,Monoclinic,0.4557
Mg2CdSn,Orthorhombic,0.4556
Ba3SbN,Hexagonal,0.4555
Mg(CuO2)2,Tetragonal,0.4555
Tb2EuS4,Tetragonal,0.455
TlCu7Se4,Triclinic,0.455
Bi2PbSe4,Trigonal,0.4549
K9Fe2Se7,Cubic,0.4549
In5CuSe8,Tetragonal,0.4548
Li5Cu3F14,Tetragonal,0.4547
Cd2RhAu,Orthorhombic,0.4546
Mg3ZrO4,Cubic,0.4546
Sr24Ni19O54,Triclinic,0.4546
Sr3In3N5,Triclinic,0.4546
Mn8Cl3O10,Tetragonal,0.4545
RbEuCl3,Cubic,0.4542
RbUO3,Cubic,0.4542
SrCaSi,Cubic,0.4541
Cs2Bi2Pd,Orthorhombic,0.454
Eu(YS2)2,Tetragonal,0.4536
Co2(GeTe)3,Trigonal,0.4535
Li2CuSb,Cubic,0.4535
SnPb7N6,Orthorhombic,0.4534
Mn(C2N3)3,Orthorhombic,0.4533
Al3BC,Hexagonal,0.453
Li2CrCl4,Triclinic,0.4529
NaSbS2,Monoclinic,0.4529
TiNiSn,Cubic,0.4527
SrBO3,Orthorhombic,0.4524
V5(BO5)2,Orthorhombic,0.4524
Fe2PO5,Orthorhombic,0.4523
La4PdO7,Monoclinic,0.4523
ZnSeO10,Tetragonal,0.4522
CoSi2N3,Orthorhombic,0.452
BaCu4S3,Orthorhombic,0.4519
Sr(GaTe2)2,Orthorhombic,0.4519
Pb2SeS,Trigonal,0.4518
AlSO10,Monoclinic,0.4517
K3AlAs2,Triclinic,0.4517
Rb9Fe2S7,Cubic,0.4517
Tb5RhBr9,Tetragonal,0.4516
Co3(P2O7)2,Triclinic,0.4512
Na3CoO3,Orthorhombic,0.4512
Li2CuF4,Orthorhombic,0.4511
Ti3Fe9O16,Triclinic,0.451
Ba5(In2Sb3)2,Orthorhombic,0.4508
NpCO4,Tetragonal,0.4505
Hg8Br3O4,Monoclinic,0.4504
NiMo4O15,Triclinic,0.4503
FeOF,Monoclinic,0.4501
Ag2CO3,Orthorhombic,0.45
CsSnI3,Cubic,0.45
Mn6OF11,Monoclinic,0.4498
NaMn2O4,Orthorhombic,0.4498
Mn3(AsO4)4,Monoclinic,0.4497
CuGe7N10,Monoclinic,0.4496
NaCuO2,Orthorhombic,0.4493
Pr10Ni5O22,Triclinic,0.4491
V2NiO7,Triclinic,0.4489
Al2ZnS4,Trigonal,0.4488
Nd4Re2O11,Tetragonal,0.4487
FeAsSe,Monoclinic,0.4486
Mg2CdPb,Orthorhombic,0.4486
Li9Co7O16,Triclinic,0.4482
LiV2O4,Monoclinic,0.4482
LuMnO3,Orthorhombic,0.4482
Sr(ScTe2)2,Orthorhombic,0.4482
Bi4Se3N2,Monoclinic,0.4481
Mg(AgO2)2,Orthorhombic,0.4481
NaFeN,Hexagonal,0.4481
Ni(IO3)2,Monoclinic,0.4481
CoWO4,Monoclinic,0.448
Mn6OF11,Monoclinic,0.448
Co(Bi5O8)5,Monoclinic,0.4478
Mn2AlMo,Orthorhombic,0.4478
Mn3(P2O7)2,Triclinic,0.4478
KSm2Br5,Monoclinic,0.4477
CuGeO3,Orthorhombic,0.4475
SrCaZn2,Orthorhombic,0.4475
KFeN,Trigonal,0.4474
Nb8Pb6O25,Monoclinic,0.4474
Ca(BiO3)2,Orthorhombic,0.4473
Li9Co7O16,Triclinic,0.4473
MnPO4,Monoclinic,0.4473
Cu(PO3)3,Orthorhombic,0.4466
Li5Mn3O8,Triclinic,0.4465
SmPS,Orthorhombic,0.4464
CaCO4,Trigonal,0.4463
Ca3Sn4S11,Triclinic,0.4462
Y2Se3O20,Monoclinic,0.446
Li9Co7O16,Triclinic,0.4458
Sr(InAs)2,Hexagonal,0.4456
MnZnS2,Trigonal,0.4455
KUO3,Cubic,0.4454
Li2(NiO2)3,Orthorhombic,0.4452
Mo2RuSe4,Triclinic,0.4451
LiScSi,Cubic,0.445
NiTeO4,Monoclinic,0.4447
ZnFeO2,Triclinic,0.4447
Fe8SiO12,Monoclinic,0.4446
LiFeF5,Orthorhombic,0.4446
GdTlSe2,Trigonal,0.4444
YHg2Au,Orthorhombic,0.4442
Nb2Hg2O7,Cubic,0.444
CN4Cl,Monoclinic,0.4439
Ni(PO3)3,Orthorhombic,0.4439
Gd4Mo4O11,Orthorhombic,0.4432
LiUO3,Trigonal,0.4431
MoCl2O3,Orthorhombic,0.4431
Ti2N2O,Monoclinic,0.4431
KZnSb,Hexagonal,0.443
Fe2Mo4O7,Monoclinic,0.4429
LiMn3O6,Triclinic,0.4429
MgSiO3,Monoclinic,0.4428
MgZrPt2,Orthorhombic,0.4425
Ir(N2Cl3)2,Tetragonal,0.4423
CuBrO2,Orthorhombic,0.4421
Na8V2O7,Monoclinic,0.4421
Eu2Mg3H10,Monoclinic,0.442
Tm2TeO2,Hexagonal,0.442
V6O7F5,Triclinic,0.442
Li7Co5O12,Triclinic,0.4419
MgMn2O4,Monoclinic,0.4418
Sr(PIr)2,Trigonal,0.4416
Hf(TeSe3)2,Monoclinic,0.4414
Mg(AgO2)2,Tetragonal,0.4414
ZrInAu,Cubic,0.4412
Cs6GaSb3,Monoclinic,0.4411
Tl2In3Se5,Orthorhombic,0.4411
CrFeO3,Triclinic,0.4407
CuMoO4,Triclinic,0.4407
Na4CuO3,Monoclinic,0.4405
Sr5(ReN3)2,Monoclinic,0.4401
MnV8O24,Monoclinic,0.44
Er7CoI12,Trigonal,0.4399
KNd3Te8,Monoclinic,0.4399
V2CuO6,Monoclinic,0.4397
Ba4In6O13,Orthorhombic,0.4395
Si(Hg2S3)2,Monoclinic,0.4391
La3CrS6,Orthorhombic,0.439
LaCoO3,Cubic,0.4388
Mn(PO3)4,Monoclinic,0.4388
NdGaSb2,Tetragonal,0.4387
LiY2Ga,Orthorhombic,0.4386
Be3SiO6,Monoclinic,0.4385
CaV5O7,Orthorhombic,0.4383
Si2Sb15O28,Triclinic,0.4383
K2MnO4,Orthorhombic,0.4381
Zn(SnO2)4,Trigonal,0.4381
SmIO9,Monoclinic,0.438
Li9V8F48,Triclinic,0.4379
Bi2TeSe2,Trigonal,0.4377
AlAsO6,Orthorhombic,0.4377
TiTeOs,Cubic,0.4377
K6CoS4,Hexagonal,0.4376
K2Ni3Se4,Orthorhombic,0.4373
Ca(CuO2)2,Orthorhombic,0.4372
Na5VO4,Orthorhombic,0.4372
LiGeTe2,Triclinic,0.4371
Mg(BrO6)2,Cubic,0.4371
Bi2Te2S,Trigonal,0.4368
Hg3SeO6,Trigonal,0.4367
ScHgPd2,Orthorhombic,0.4366
Fe13(SnO10)2,Triclinic,0.4365
NaMo3O11,Orthorhombic,0.4365
Rb3(SeO4)2,Monoclinic,0.4365
Mn2GaMo,Orthorhombic,0.4364
BaThN2,Hexagonal,0.4358
KMn2O4,Triclinic,0.4357
SrCaGe,Orthorhombic,0.4356
Ge2Br7N3,Monoclinic,0.4354
Nb7S2I19,Monoclinic,0.4354
K4Sb2O5,Orthorhombic,0.4353
HoMnO3,Orthorhombic,0.4351
Al4Te3N2,Orthorhombic,0.435
CoSeO5,Monoclinic,0.4349
Cs3Nb2I9,Hexagonal,0.4346
TlCrO3,Orthorhombic,0.4346
Ca3Sn5S13,Monoclinic,0.4344
Pd(N3O7)2,Monoclinic,0.4344
Li2CuF5,Monoclinic,0.4342
Rb2As2Pt,Orthorhombic,0.4342
Zr3Ni3Sb4,Cubic,0.4342
Te4Mo3Se2,Trigonal,0.4341
CaVO3,Orthorhombic,0.4339
MgBi2O5,Orthorhombic,0.4339
Na2Ti3Cl8,Trigonal,0.4338
KNd2Br5,Monoclinic,0.4337
PW6Cl17,Monoclinic,0.4337
Hg2GeSe4,Tetragonal,0.4336
LiAg2Bi,Orthorhombic,0.4336
Mn2PO5,Monoclinic,0.4336
Na5Mn7O15,Triclinic,0.4331
W6CCl16,Orthorhombic,0.4331
Ca3Mn4O8,Monoclinic,0.433
Sr7CN6,Orthorhombic,0.433
Li2AgF4,Monoclinic,0.4328
NbVO4,Monoclinic,0.4326
Ba4Si3Br2,Monoclinic,0.4322
Ba3Fe26O41,Hexagonal,0.4319
Li9Co7O16,Triclinic,0.4319
LiY2Tc,Orthorhombic,0.4318
Cu(BrO4)2,Orthorhombic,0.4316
YCdB,Cubic,0.4316
LiAgO2,Monoclinic,0.4315
CsSO3,Trigonal,0.4314
La2C3O17,Orthorhombic,0.4314
Li7Mn5O12,Triclinic,0.4314
MgCo5O8,Trigonal,0.4313
MgMn2O4,Monoclinic,0.4313
Cr3TeO8,Hexagonal,0.4312
Ho2Se3O20,Monoclinic,0.4312
Mn(CO)6,Monoclinic,0.4312
Na4IrO4,Tetragonal,0.4312
Li5(CoO2)8,Triclinic,0.431
NaUO3,Orthorhombic,0.431
P3N6O7,Monoclinic,0.431
TlCuO2,Monoclinic,0.4306
RbNb4Cl11,Orthorhombic,0.4305
MgV4O8,Orthorhombic,0.4303
Na(SeO3)4,Monoclinic,0.4302
Mn2HO4,Tetragonal,0.4299
VCdO3,Orthorhombic,0.4299
EuTm2O4,Orthorhombic,0.4298
Zn(CuO2)2,Tetragonal,0.4298
ZnGeRh2,Orthorhombic,0.4298
Mn2FeGe5,Tetragonal,0.4297
UCrO9,Monoclinic,0.4297
Y2Pt2S7,Cubic,0.4295
EuCO3,Orthorhombic,0.4293
ScAsO5,Triclinic,0.4293
Ba2Cr2F11,Trigonal,0.4291
U(RhO3)2,Tetragonal,0.4289
FePS3,Triclinic,0.4284
Rb3NpO9,Monoclinic,0.4283
Tb6NiBr10,Triclinic,0.4283
K4IrO4,Monoclinic,0.4282
Np(MoO4)2,Orthorhombic,0.4279
Tc(I3O)2,Triclinic,0.4279
Li5AgF8,Trigonal,0.4277
Na2CoO3,Monoclinic,0.4277
TiCrO3,Orthorhombic,0.4277
Ag6P6O19,Trigonal,0.4276
Rb2SnTe5,Tetragonal,0.4276
Na2LiN,Tetragonal,0.4274
RbSm2Cl5,Monoclinic,0.4274
Si4Pb2O11,Orthorhombic,0.4272
Ca7SeN6,Orthorhombic,0.4271
GeNCl3,Trigonal,0.4271
K6CoSe4,Hexagonal,0.4271
Cd(AgO2)2,Orthorhombic,0.427
Rb4CO6,Triclinic,0.427
YZrO3,Monoclinic,0.427
LiMn2O4,Orthorhombic,0.4269
TlB5O12,Monoclinic,0.4269
Eu6Mg7H26,Monoclinic,0.4268
LiCr2O4,Monoclinic,0.4268
Sn(BiTe2)2,Trigonal,0.4268
Ag2SeO4,Orthorhombic,0.4264
CaSnS3,Cubic,0.4264
Li9Co7O16,Triclinic,0.4261
Na2Sn2O3,Cubic,0.4261
CdCoF5,Monoclinic,0.4257
Co2BO4,Orthorhombic,0.4256
LiV3O4,Orthorhombic,0.4256
Sc2CoRh,Orthorhombic,0.4256
V16Ag7O40,Triclinic,0.4256
CrFeO3,Triclinic,0.4255
Cs(Bi2Te3)2,Monoclinic,0.4255
Ho4MnS7,Monoclinic,0.4255
V2CoO4,Tetragonal,0.4255
SrMn2O11,Cubic,0.4249
LiFeF5,Tetragonal,0.4248
Zn3Bi3N5,Triclinic,0.4248
CaSnS3,Orthorhombic,0.4247
Y4(Mo2O7)3,Monoclinic,0.4241
CrAgSe2,Trigonal,0.4239
BaSrTl2,Orthorhombic,0.4238
Cs2CoO3,Orthorhombic,0.4238
KCu3Te2,Monoclinic,0.4238
Cd2TeSe,Tetragonal,0.4237
Mg(NiO2)2,Tetragonal,0.4237
Mn5SnO8,Triclinic,0.4236
ZrTiS4,Trigonal,0.4236
Sr3SiO,Orthorhombic,0.4234
Nd14Cl32O,Trigonal,0.4233
Ca3Al2O12,Cubic,0.423
NaSi2O5,Tetragonal,0.423
BaNaSb,Cubic,0.4229
Ba2BiAu,Cubic,0.4228
Be2Si2O5,Tetragonal,0.4225
Cs3(SeO4)2,Monoclinic,0.4225
CsCdN,Orthorhombic,0.4225
Mg(CoO2)4,Monoclinic,0.4225
NaBO7,Triclinic,0.4225
SnIr2Se5,Monoclinic,0.4225
SrCaSi,Orthorhombic,0.4224
Zn2SnO4,Cubic,0.4224
Ce2Se4O17,Monoclinic,0.4222
Ba3CoO5,Tetragonal,0.4221
Bi4Te7Pb,Trigonal,0.4221
TiV3O8,Monoclinic,0.4221
Cr14MoO24,Triclinic,0.4219
Dy4MnSe7,Monoclinic,0.4218
MnBi4S7,Monoclinic,0.4218
Sr3AsN,Cubic,0.4218
Ba3SiO,Orthorhombic,0.4217
Co2OF3,Monoclinic,0.4217
Li13Mn2O9,Triclinic,0.4217
YZnAu2,Orthorhombic,0.4217
SrMgPb2,Orthorhombic,0.4216
Sr(ZnN)2,Monoclinic,0.4215
Ag3PO4,Trigonal,0.421
BaV6O11,Orthorhombic,0.421
CaSn2S5,Orthorhombic,0.421
PrTeCl,Tetragonal,0.421
Tm2Se3O20,Monoclinic,0.421
K4Zn2Sn21,Orthorhombic,0.4208
Na2Pd3O4,Orthorhombic,0.4208
Mn6OF11,Triclinic,0.4207
Ca2AgRh,Orthorhombic,0.4205
Li2CoO3,Monoclinic,0.4205
SrCa5N4,Orthorhombic,0.4205
NaNiO2,Monoclinic,0.4204
Li3Mn4O8,Monoclinic,0.4203
UNF5,Monoclinic,0.4203
Pb(ClO)2,Orthorhombic,0.42
H4S4N,Monoclinic,0.4198
Cu2HgI4,Orthorhombic,0.4197
MgScNi2,Orthorhombic,0.4197
RbNiO2,Cubic,0.4196
Li2CdAg,Orthorhombic,0.4195
Gd2(SO4)3,Triclinic,0.4194
Fe10O9F11,Monoclinic,0.4193
Ag2HgS2,Monoclinic,0.4191
MgAsPd2,Orthorhombic,0.4189
Zr(AsO5)2,Monoclinic,0.4187
Ca(SbO2)2,Trigonal,0.4186
CdAsP,Orthorhombic,0.4182
NaV2O5,Orthorhombic,0.4182
Ca(WO2)2,Triclinic,0.4181
NdTeF,Tetragonal,0.4181
Rb3NpO9,Monoclinic,0.4181
CaMn4O8,Orthorhombic,0.418
SrMoO2,Tetragonal,0.418
TaCuS3,Orthorhombic,0.418
Na2AsAu,Orthorhombic,0.4175
FeSO10,Trigonal,0.4174
LiZrPd2,Orthorhombic,0.4174
LiBiS2,Tetragonal,0.4173
V3(O2F)2,Monoclinic,0.4173
LiUO3,Cubic,0.4172
Co2(SnTe)3,Trigonal,0.4171
Gd(NO5)3,Triclinic,0.4171
Sc(SeO3)3,Monoclinic,0.4171
Mn4Se4O15,Monoclinic,0.417
RbH4O3,Orthorhombic,0.417
EuEr2O4,Orthorhombic,0.4169
SrBrO5,Triclinic,0.4169
Dy2S3O20,Monoclinic,0.4168
Ba4Zr3S10,Tetragonal,0.4167
MgCo7O12,Triclinic,0.4166
Li(FeO2)3,Monoclinic,0.4165
Na10CaSn12,Cubic,0.4164
LaNb7O12,Monoclinic,0.4163
Yb(ZnAs)2,Trigonal,0.4163
Co(SiO3)2,Monoclinic,0.4162
Mn2BiO5,Orthorhombic,0.4162
Sr5As3O13,Hexagonal,0.4161
YPd2Au,Orthorhombic,0.416
BaPtO3,Hexagonal,0.4159
Cs3Cl5O,Hexagonal,0.4159
AlV2O4,Orthorhombic,0.4158
K2Mo2O15,Triclinic,0.4157
V12Ag5O32,Monoclinic,0.4155
BaRe2O9,Triclinic,0.4154
VBr2O,Orthorhombic,0.4154
Cu8SiSe6,Orthorhombic,0.4152
Sr3BN3,Hexagonal,0.4152
LiSnB,Cubic,0.415
Tm4Mo4O11,Orthorhombic,0.415
LiInSe2,Tetragonal,0.4148
NaV2O5,Orthorhombic,0.4147
Mn2NbGa,Orthorhombic,0.4146
LaMg3O4,Cubic,0.4145
Ge5Te4Se,Tetragonal,0.4144
Li11(MoO2)12,Triclinic,0.4144
AsPRu,Monoclinic,0.4143
HfZnRh2,Orthorhombic,0.4143
Na2CoO3,Orthorhombic,0.4143
TlCuCl3,Monoclinic,0.4143
Na3(NiO2)5,Triclinic,0.4142
Ag2B8O13,Triclinic,0.4141
Li2Cu3F9,Triclinic,0.414
CsNiO2,Cubic,0.4137
TeMo2S3,Trigonal,0.4137
CaSn6S13,Triclinic,0.4136
GeCN2,Hexagonal,0.4135
Ca(SnO2)2,Triclinic,0.4134
DyMnO3,Orthorhombic,0.4134
Cr3FeO6,Triclinic,0.4133
NdTeCl,Tetragonal,0.4133
BaClO,Orthorhombic,0.4131
CaB3O10,Triclinic,0.4131
SnTe4Pb3,Tetragonal,0.413
Te4Pb5Se,Tetragonal,0.413
GeTe7As4,Trigonal,0.4129
Li7Co5O12,Monoclinic,0.4127
Mn6OF11,Triclinic,0.4125
EuHo2O4,Orthorhombic,0.4124
Na2(CoO2)3,Orthorhombic,0.4123
Ca2Ni3O8,Hexagonal,0.4122
ZnClO8,Monoclinic,0.4122
Bi2Pb2Se5,Trigonal,0.4121
MnCdPd2,Orthorhombic,0.4121
Na2VO4,Triclinic,0.4121
Al2ZnS4,Hexagonal,0.412
Be2ZnOs,Orthorhombic,0.4119
CsAg3S2,Monoclinic,0.4114
Tc(I3O)2,Monoclinic,0.4112
Co2(SO4)3,Trigonal,0.411
SnBi4Te7,Trigonal,0.411
AlV2O4,Orthorhombic,0.4108
SnTe2Pb,Trigonal,0.4107
VZnO2,Triclinic,0.4107
In2P6O19,Orthorhombic,0.4106
MnCdAu2,Orthorhombic,0.4106
Na3FeO4,Orthorhombic,0.4106
Ag2HgO2,Tetragonal,0.4103
BiRhO3,Orthorhombic,0.4103
Cs3Sb5Se9,Monoclinic,0.4103
Ca3Mn2O7,Orthorhombic,0.4098
CoN5Cl3,Orthorhombic,0.4098
Cr3WO8,Hexagonal,0.4098
HfPtAu2,Orthorhombic,0.4098
Cs2Mn3S4,Orthorhombic,0.4097
LiCuF3,Triclinic,0.4097
Mg4(BiO2)9,Triclinic,0.4097
Np2Tc4O23,Triclinic,0.4097
Zn3Mo3O8,Trigonal,0.4096
Li2V3O6,Monoclinic,0.4095
Tm2TeO2,Trigonal,0.4094
NaRuN,Hexagonal,0.4093
Ge2Te5As2,Trigonal,0.4092
ErAgSe2,Tetragonal,0.409
Li2TcO3,Monoclinic,0.409
VPbF5,Tetragonal,0.4088
Li3AuF6,Cubic,0.4087
TiSiPd,Cubic,0.4087
Ca(InP)2,Hexagonal,0.4085
RbIO3,Monoclinic,0.408
Ca3SbN,Cubic,0.4075
CaCrO3,Orthorhombic,0.4069
LuCrO5,Monoclinic,0.4068
Sr5P3O13,Hexagonal,0.4068
RhN5Cl3,Orthorhombic,0.4067
Ga5CuTe8,Tetragonal,0.4066
LiCu2F5,Orthorhombic,0.4065
Ca(BO2)3,Monoclinic,0.4062
EuY2O4,Monoclinic,0.4062
Ni3OF5,Monoclinic,0.4059
Ba2In2O5,Orthorhombic,0.4058
LiZnSb,Hexagonal,0.4057
AgSnF6,Triclinic,0.4056
Ti5Pb5O14,Triclinic,0.4054
Ba3(Si2P3)2,Monoclinic,0.4053
CsReBr4,Orthorhombic,0.4053
La7(RuO6)3,Trigonal,0.4052
YMnO3,Orthorhombic,0.4052
Fe5OF11,Triclinic,0.4051
Fe2Te3O10,Triclinic,0.4047
AsS4N3,Orthorhombic,0.4046
NaMn2O4,Orthorhombic,0.4046
Na5SnAs3,Monoclinic,0.4045
V3(NO4)2,Tetragonal,0.4045
Mn(GaS2)2,Monoclinic,0.4043
V2CuO8,Monoclinic,0.4043
HfMgHg2,Orthorhombic,0.4042
Mg(BeAs)2,Trigonal,0.4042
GdMnO3,Orthorhombic,0.4041
Na3VO3,Triclinic,0.4039
MgV4O8,Orthorhombic,0.4037
LiV4O8,Monoclinic,0.4036
BiC3O10,Triclinic,0.4035
CsAg3Te2,Monoclinic,0.4034
MgSnAs2,Tetragonal,0.4034
Li9Mn10O20,Triclinic,0.4033
CaB3O10,Triclinic,0.4029
MnV2O10,Monoclinic,0.4029
Ba2LiTl,Orthorhombic,0.4026
Ag12SI,Cubic,0.4024
RbVCl3,Hexagonal,0.4023
LiMn2F7,Monoclinic,0.4022
Mn3NiO8,Trigonal,0.4022
CeMgS3,Monoclinic,0.4021
LiTlO2,Tetragonal,0.402
Sr3Sn2S7,Orthorhombic,0.402
CrPO10,Monoclinic,0.4018
TbMnO3,Orthorhombic,0.4016
TiFe2Si,Cubic,0.4016
Li8(CoO2)5,Triclinic,0.4015
CsCr5S8,Monoclinic,0.4014
ThTaN3,Orthorhombic,0.4013
Cs10Ge2O9,Monoclinic,0.4011
LiMn7O12,Monoclinic,0.4011
Mg2SnHg,Orthorhombic,0.4011
Ca3SbAs,Cubic,0.4006
Co3TeO8,Triclinic,0.4005
Tm(CuTe)3,Orthorhombic,0.4005
Mn5SnO8,Monoclinic,0.4004
CdSiAs2,Tetragonal,0.4002
LiSbS,Orthorhombic,0.4002
BaMn4O8,Triclinic,0.3999
Y11Ta5O28,Triclinic,0.3999
Cd2SnO4,Orthorhombic,0.3998
Nd4Mo31O56,Triclinic,0.3998
Co(SiO3)2,Monoclinic,0.3994
RbFeO2,Orthorhombic,0.3994
Sr2RuO6,Monoclinic,0.3993
TaGaRh2,Orthorhombic,0.3991
Eu(GaS2)2,Orthorhombic,0.399
Li4Co13O28,Triclinic,0.399
RbCrCl3,Monoclinic,0.399
Ag3SBr,Monoclinic,0.3987
Mg2HgPb,Orthorhombic,0.3987
USb2F15,Monoclinic,0.3986
K3(SeO4)2,Monoclinic,0.3985
MnCdTe2,Trigonal,0.3984
Ag7Sb9O25,Trigonal,0.3983
Cd(Bi9O14)2,Triclinic,0.3981
FeSO8,Monoclinic,0.3981
CaSnS3,Trigonal,0.398
Mn4(SiO3)5,Triclinic,0.398
Ag3SBr,Orthorhombic,0.3977
Zn(BiO2)2,Cubic,0.3977
Na(MoSe)3,Hexagonal,0.3974
SrHg2Pb,Orthorhombic,0.3974
Zn2Ni3O8,Hexagonal,0.3974
Co(BrO3)2,Monoclinic,0.3973
Fe2GeS4,Orthorhombic,0.3973
K3Sn4Au,Orthorhombic,0.3972
AgBi2F12,Triclinic,0.3971
LiBe2Pt,Orthorhombic,0.397
LiYSi,Cubic,0.3969
Ba(MgBi)2,Trigonal,0.3968
BaCoO2,Trigonal,0.3967
Cr2Hg2O9,Monoclinic,0.3965
K3SnSb3,Triclinic,0.3965
YAgSe2,Triclinic,0.3965
SrBr2O,Orthorhombic,0.3961
BiPd2Au,Orthorhombic,0.396
HfCo2Sb,Orthorhombic,0.396
LiMn7O12,Monoclinic,0.3958
Cs3Zr2I9,Hexagonal,0.3956
Co3(OF2)2,Monoclinic,0.3954
LiMgPb2,Orthorhombic,0.3953
Pu(MoO4)2,Orthorhombic,0.3953
Ca(CoO2)2,Monoclinic,0.3952
Pd(IN)2,Orthorhombic,0.3952
TiAlIr2,Orthorhombic,0.3952
SbH7F11,Triclinic,0.395
CoAsSe,Orthorhombic,0.3947
ZnSiTc2,Orthorhombic,0.3947
Ca2Cr9O13,Triclinic,0.3946
KSO6,Monoclinic,0.3946
Mo3Cl7O4,Monoclinic,0.3946
Ag12SBr,Cubic,0.3945
VSnRh,Cubic,0.3945
MnCd2Te3,Trigonal,0.3944
Mg3Fe2O7,Orthorhombic,0.3942
Mn2(CO3)3,Triclinic,0.3939
CaZrN2,Trigonal,0.3938
CuPO5,Orthorhombic,0.3938
CaCoO2,Triclinic,0.3937
In3AsSe3,Orthorhombic,0.3937
Mn6OF11,Monoclinic,0.3937
Sr2BiAu,Cubic,0.3936
Ga5CuSe8,Tetragonal,0.3935
Mn12O7F17,Triclinic,0.3935
LiCO2,Hexagonal,0.3934
Ag3AuS2,Triclinic,0.3932
Na6TeN4,Tetragonal,0.3931
Na4FeO5,Tetragonal,0.393
Mn(SbSe2)2,Monoclinic,0.3928
Sr2PbN2,Orthorhombic,0.3925
Tm4MnS7,Monoclinic,0.3925
Li5Fe11O16,Triclinic,0.392
Ca5P3O13,Monoclinic,0.3918
Li3H4Rh,Orthorhombic,0.3918
HoSbPd,Cubic,0.3916
Co3P2O9,Monoclinic,0.3915
Li2IO,Orthorhombic,0.3915
MoPO7,Monoclinic,0.3915
LiUO3,Orthorhombic,0.3914
Na3PO4,Tetragonal,0.3913
Mn7SiO12,Tetragonal,0.3909
Sn5(TeO6)3,Monoclinic,0.3909
BaCaSi,Cubic,0.3907
Tm(CuTe)3,Orthorhombic,0.3907
LiSbS2,Tetragonal,0.3905
Ba2CdAs2,Orthorhombic,0.3903
Cs4FeO3,Triclinic,0.3903
EuY2O4,Cubic,0.3903
V3FeO8,Monoclinic,0.3902
Zn3Cr2O7,Orthorhombic,0.39
TlCu3S2,Monoclinic,0.3899
Na5(AsO9)2,Monoclinic,0.3898
Co(W3Cl7)2,Cubic,0.3896
Gd3ScS6,Orthorhombic,0.3896
HoCuTe2,Trigonal,0.3896
Ca2CdN2,Monoclinic,0.3893
CaCeN2,Tetragonal,0.3892
LiTaN2,Monoclinic,0.3892
U2NiO6,Trigonal,0.3891
LuCuTe2,Trigonal,0.3889
Ca(MgBi)2,Trigonal,0.3886
Mg(IO5)2,Monoclinic,0.3884
Mg(CoO2)4,Monoclinic,0.3883
Nb2Ni2O9,Hexagonal,0.3882
LaZnAg2,Orthorhombic,0.3879
Na2FeO3,Monoclinic,0.3879
Pt(NCl)2,Triclinic,0.3879
Rb2HgSe,Orthorhombic,0.3879
CoBiO3,Orthorhombic,0.3878
EuZrO3,Cubic,0.3877
Li3(FeO3)2,Triclinic,0.3877
MgTi4O8,Triclinic,0.3876
Sm(ClO2)3,Monoclinic,0.3875
Ca(ZnAs)2,Trigonal,0.3873
SrReN2,Orthorhombic,0.3873
Ag2BiO3,Orthorhombic,0.3872
Zn(CoO2)2,Orthorhombic,0.3872
AgPtO2,Monoclinic,0.3871
CrFeO3,Triclinic,0.387
Rb2Mn3S4,Orthorhombic,0.387
HfNiSn,Cubic,0.3869
LiMn2O4,Triclinic,0.3867
TbPS,Orthorhombic,0.3867
Re(WO4)2,Triclinic,0.386
La2GeI2,Trigonal,0.3859
Li2Mn3O6,Triclinic,0.3859
LiSbS,Triclinic,0.3859
Sr5Ca3Si4,Monoclinic,0.3859
Li2AgF5,Monoclinic,0.3857
KMgBi,Tetragonal,0.3855
Na2Cd2O3,Monoclinic,0.3855
GdCO4,Orthorhombic,0.3854
Mg2NiH4,Orthorhombic,0.3854
Tl5Se2Br,Tetragonal,0.3854
Ba3FeS5,Hexagonal,0.3853
CuTeO4,Orthorhombic,0.3853
Er7IrI12,Trigonal,0.3853
ZnC5O8,Orthorhombic,0.3853
Pb4Se3S,Tetragonal,0.3852
FeOF,Monoclinic,0.3851
Rb3BrO,Cubic,0.3851
Hf2ZnMo,Orthorhombic,0.385
Mn6OF11,Triclinic,0.3848
RbZnN,Orthorhombic,0.3846
ScTeRh,Cubic,0.3846
