formula,Crystal System,band_gap_calculated (eV)
NaLa2OsO6,Monoclinic,0.5187
BaDyCuTe3,Orthorhombic,0.5186
Li3V(OF)2,Monoclinic,0.5186
GdCr3(BO3)4,Trigonal,0.5184
MgCo2NiO6,Monoclinic,0.5181
Sr3Cu3(PO4)4,Monoclinic,0.5181
Li4V3P8O29,Triclinic,0.518
Sr4Mg(Co2O5)2,Triclinic,0.5179
Li3Co2(SiO4)2,Triclinic,0.5178
Li7Mn4CoO12,Triclinic,0.5178
LiFe2OF3,Monoclinic,0.5178
P2H6N2O5,Monoclinic,0.5178
MgCo4OF11,Triclinic,0.5175
Rb2InAuF6,Cubic,0.5174
MgMn3TeO8,Monoclinic,0.5172
Cs6U2(Cu4S5)3,Cubic,0.5172
Li9Mn2Co5O16,Triclinic,0.5168
Mg6TiFeO8,Tetragonal,0.5167
Rb2Ta2Si2O11,Tetragonal,0.5167
LaSmCo2O5,Triclinic,0.5165
MgFe6(O2F)4,Triclinic,0.5162
SrLaFeO4,Tetragonal,0.5162
Li3MnCoO5,Triclinic,0.5161
Li4MnCo3O8,Triclinic,0.5161
Li3V3(BO5)2,Triclinic,0.5159
Sr3Mg(FeO3)2,Tetragonal,0.5159
MgMn5FeO12,Triclinic,0.5158
MgMn6(O3F)3,Triclinic,0.5158
CaCuSb2O7,Monoclinic,0.5157
Sr2NdUO6,Cubic,0.5157
Ba2UFeO6,Cubic,0.5156
MoS3(NCl4)2,Monoclinic,0.5156
K2CaS2O9,Monoclinic,0.5155
Ca3Cu2(GeO4)3,Cubic,0.5154
MoWSeS3,Trigonal,0.5151
Ba2Mg(NiO3)2,Trigonal,0.515
NaSb(OF2)2,Monoclinic,0.5148
Li9Mn2Co5O16,Triclinic,0.5144
Li9Mn2Co5O16,Triclinic,0.5143
Na3MgVO4,Orthorhombic,0.5142
LiMn2(BO3)2,Monoclinic,0.5137
PtC2(SN2)2,Monoclinic,0.5136
SrCuAs2O7,Monoclinic,0.5131
CrHgN6Cl5,Monoclinic,0.5129
MoW3(SeS)4,Trigonal,0.5129
Li9Cr4(BO3)8,Triclinic,0.5127
MgCr4(PbO4)4,Triclinic,0.5127
RbMg14BO15,Orthorhombic,0.5125
CaEr4Zr4O14,Orthorhombic,0.5124
Ca3Mn2(SbO6)2,Monoclinic,0.5124
CsHoMnSe3,Orthorhombic,0.5124
Li2Mn3VO8,Monoclinic,0.5123
CeMg6BO8,Tetragonal,0.5121
LiCoSiO4,Orthorhombic,0.5121
MgFe6(OF)6,Monoclinic,0.5121
Na2ZrSi3O10,Orthorhombic,0.5121
Sm2CoNiO6,Monoclinic,0.512
Li5CuP3O11,Triclinic,0.5119
MnV3(PO4)4,Monoclinic,0.5119
KBaFeO3,Orthorhombic,0.5118
Li9Mn2Co5O16,Triclinic,0.5118
LiFeSiO4,Monoclinic,0.5118
K2Cd(SeO5)2,Triclinic,0.5115
MgCo6(O2F)4,Triclinic,0.5115
Ba2Mg(CoO3)2,Monoclinic,0.5113
Li3Co2(SiO4)2,Monoclinic,0.5112
BaU2I2O13,Monoclinic,0.511
Li9Mn2Co5O16,Triclinic,0.5109
BaCu(SiO3)2,Tetragonal,0.5107
Li3MnCo3O8,Monoclinic,0.5106
CsFe2P5O16,Monoclinic,0.5106
Ba3Sr(SnO3)4,Orthorhombic,0.5105
Rb3Na(RuO4)2,Trigonal,0.5102
CuHgSBr,Orthorhombic,0.51
Mn3Cr3(WO8)2,Triclinic,0.51
MgFe10O9F11,Monoclinic,0.5099
MoW3(SeS3)2,Trigonal,0.5094
Mg30TiBO32,Tetragonal,0.5093
Nd3AlFeS7,Hexagonal,0.5091
CeS2NO8,Monoclinic,0.5091
LaZnAgP2,Trigonal,0.5089
Na2MgMn4O8,Triclinic,0.5089
AlIn(AgSe2)2,Tetragonal,0.5088
Li9Mn2Co5O16,Triclinic,0.5085
Sm2Sn3(PbS4)3,Orthorhombic,0.5084
LiCuPO4,Orthorhombic,0.5083
CoH8(IO5)2,Monoclinic,0.5081
C6S3(N3Cl)2,Monoclinic,0.508
LiCeMg14O16,Orthorhombic,0.508
Na7Cr4(PO4)6,Monoclinic,0.5079
CaMn6(OF2)4,Triclinic,0.5078
Li6Mn5CoO12,Triclinic,0.5078
ZnCu2GeS4,Orthorhombic,0.5078
Li3Co4SnO8,Triclinic,0.5077
LiFe2(PO4)2,Orthorhombic,0.5076
Sr2LaMn2O7,Orthorhombic,0.5075
Li7Mn2(CoO4)3,Triclinic,0.507
MgNb4(CoO6)2,Triclinic,0.5067
Li7Mn4CoO12,Triclinic,0.5066
MgV8(OF)8,Triclinic,0.5065
Li4TiNi3O8,Monoclinic,0.5063
MgFe4CuO8,Monoclinic,0.5062
Li3Mn(CoO3)2,Triclinic,0.5058
Na2MgMn4O8,Triclinic,0.5058
KRb2PdF6,Tetragonal,0.5057
MgNb4(SnO6)2,Triclinic,0.5057
V2Cu3NiO6,Monoclinic,0.5054
LiV2(SO4)3,Monoclinic,0.5052
Li3Mn5(NiO6)2,Triclinic,0.505
Li3Mn2(CO3)4,Monoclinic,0.5049
LiCu(PO3)3,Monoclinic,0.5049
BaCuB2O5,Monoclinic,0.5047
MgMn2(AgO3)2,Trigonal,0.5046
La3Mg2MoS8,Trigonal,0.504
Li4MnNi5O12,Monoclinic,0.5039
VCu(PO4)2,Monoclinic,0.5038
LiCuSbO4,Orthorhombic,0.5037
VCu3Te3Se,Trigonal,0.5036
Fe5Cu(PO4)6,Trigonal,0.5035
Ca7Cu(PtO6)2,Monoclinic,0.5034
Li9Mn2Co5O16,Triclinic,0.5034
Na2Cu(CO3)2,Monoclinic,0.5033
Ba2Li(CO3)2,Triclinic,0.5032
Dy2MgNb2O8,Monoclinic,0.5032
Li6FeCo9O20,Triclinic,0.5032
BaGdCuTe3,Orthorhombic,0.5031
LiCu5(PO4)2,Monoclinic,0.5029
Sr2Co(ClO)2,Orthorhombic,0.5029
LiMn3(O2F)2,Triclinic,0.5028
Cs2Mn(Cl2O)2,Triclinic,0.5027
KMnCl3O2,Triclinic,0.5026
Li9Mn2Co5O16,Triclinic,0.5026
Ca3As4W3O16,Monoclinic,0.5026
Hf3Tl2(CuSe4)2,Monoclinic,0.5025
LiCo2(PO4)2,Orthorhombic,0.5025
Cs2B6NO2,Monoclinic,0.5024
KNa2FeO3,Orthorhombic,0.5024
MoW3(SeS3)2,Trigonal,0.5024
CaLa2FeO6,Triclinic,0.5024
TaCr3(AgS4)2,Monoclinic,0.5024
EuSi2(NO)2,Triclinic,0.5023
Li4TiV3O8,Monoclinic,0.5023
MnFe(PO4)2,Monoclinic,0.5022
Sm2Mg(CuO3)2,Triclinic,0.5022
K2InAsCl6,Cubic,0.5022
Li2CoNiO4,Triclinic,0.5021
Li9Mn2Co5O16,Monoclinic,0.5021
Mg6CrNiO8,Tetragonal,0.502
RhC3(N2Cl)3,Monoclinic,0.5019
Zn3Cu2(AsO4)4,Triclinic,0.5019
SrP2PdO7,Orthorhombic,0.5015
HfMg6SbO8,Tetragonal,0.5014
Na2MgMn2O8,Triclinic,0.5014
Sr2Cu(BO3)2,Monoclinic,0.5013
LiCuSbO4,Monoclinic,0.5013
Eu2ZrSnO6,Cubic,0.5012
Li3Mn2(PO4)3,Monoclinic,0.5011
Mg6TiBO8,Tetragonal,0.5011
LiMn2(BO3)2,Triclinic,0.5011
NdSi6(C6N)3,Monoclinic,0.5009
ZrC8(NCl3)2,Trigonal,0.5009
TaCr3(AgS4)2,Triclinic,0.5007
LiCr(CoO3)2,Triclinic,0.5006
Np2H12SO14,Monoclinic,0.5006
Li4Co7(OF7)2,Triclinic,0.5005
CaMn3V4O12,Triclinic,0.5005
TeMoWSe3,Trigonal,0.5005
Cs2NaUCl6,Cubic,0.5004
Na4Mg(NiO2)5,Triclinic,0.5004
HfMg30BO31,Orthorhombic,0.5003
MgMn6(PO4)6,Triclinic,0.5002
NaSr3RuO6,Trigonal,0.5002
Li7Mn4CoO12,Triclinic,0.5
Li9Mn2Co5O16,Triclinic,0.4999
MgPb4(WO5)2,Monoclinic,0.4998
Li3MgNi3O8,Triclinic,0.4997
Li2Mn3TeO8,Monoclinic,0.4996
Li4Co3Sn5O16,Triclinic,0.4996
Li3Bi3P8O29,Monoclinic,0.4995
Sr2CoMoO6,Tetragonal,0.4995
Ca2NdRuO6,Monoclinic,0.4993
Li7Mn4CoO12,Triclinic,0.4993
K3GaTe2O11,Triclinic,0.4991
YTh9MgO20,Triclinic,0.4991
RbPbI3O2,Orthorhombic,0.499
Li9Mn2Co5O16,Triclinic,0.4989
LiMn2(BO3)2,Triclinic,0.4988
U2C4NO15,Monoclinic,0.4988
K4Ba2SnAs4,Monoclinic,0.4986
CaSc4(Si2O7)2,Trigonal,0.4985
Li9Mn2Co5O16,Triclinic,0.4983
Dy3Mg2MoS8,Trigonal,0.4982
KAs(OF2)2,Monoclinic,0.4979
Li3Nb2VO6,Monoclinic,0.4979
Li3V2(CO3)4,Triclinic,0.4979
Na2CuP2O7,Monoclinic,0.4979
Li3FeBO5,Orthorhombic,0.4978
Li3NbV3O8,Triclinic,0.4978
Li3Mn4(BO3)4,Triclinic,0.4976
K2TlGaI6,Cubic,0.4975
Cu3P4Pb3O16,Monoclinic,0.4972
Mg6NiBiO8,Tetragonal,0.4972
Li9Mn2Co5O16,Monoclinic,0.4969
Cu2Hg2SF6,Triclinic,0.4967
LiCr2CoO6,Monoclinic,0.4966
Li9Mn2Co5O16,Triclinic,0.4966
Mn2Pd(NO2)4,Triclinic,0.4965
SrLa4Cr5O15,Monoclinic,0.4964
Li7Mn2(CoO4)3,Monoclinic,0.4964
Sr2CaCrO6,Cubic,0.4963
KAl4(SiO6)2,Monoclinic,0.4963
Ba3FeS4Br,Orthorhombic,0.4962
FeS4(NCl)4,Monoclinic,0.4962
CeMn2(GeO3)4,Tetragonal,0.4958
Ti3Co3(TeO8)2,Monoclinic,0.4958
Li2FeCo3O8,Monoclinic,0.4955
MgZn(CoS2)4,Cubic,0.4953
AlC5NCl,Monoclinic,0.4953
KCe(ClO)4,Orthorhombic,0.4951
MoWSeS3,Trigonal,0.495
MgFe2(CoO4)2,Triclinic,0.4948
Na5LiV6O18,Triclinic,0.4948
LiMg6TiO8,Tetragonal,0.4947
SrAl2(SiO4)2,Monoclinic,0.4947
SrNdFeO4,Tetragonal,0.4943
BaNb4(FeO7)2,Monoclinic,0.4942
CuSb3(PO4)6,Trigonal,0.494
NaHfMg6O7,Tetragonal,0.494
MgCr2Cd2O8,Monoclinic,0.4938
Mg30CrCdO32,Tetragonal,0.4938
Rb2IrAuF6,Cubic,0.4938
CaMn4(CoO6)2,Triclinic,0.4937
Li4Fe5SbO12,Monoclinic,0.4936
Li9Mn2Co5O16,Triclinic,0.4935
Li9Mn2Co5O16,Triclinic,0.4934
MgTi2(FeO2)4,Orthorhombic,0.4934
ReS2NO9,Triclinic,0.4932
Na2Pt(ClO)6,Triclinic,0.4931
MgCu3AsS4,Cubic,0.493
Na4Mg(Mo2O5)2,Triclinic,0.493
Si2Sn13(SbO14)2,Triclinic,0.4929
Li9Mn2Co5O16,Triclinic,0.4926
Li2Mn3CoO8,Monoclinic,0.4924
Li3Ti2Co3O10,Triclinic,0.4918
Li7Mn2(CoO4)3,Triclinic,0.4918
K3Na(RuO4)2,Trigonal,0.4916
MgFe12(OF)12,Monoclinic,0.4913
Ba2Li(NiO3)2,Monoclinic,0.4912
MgCo2(WO4)2,Triclinic,0.4912
Li9Mn2Co5O16,Monoclinic,0.4909
Sb2Au(XeF6)2,Triclinic,0.4909
In2CuSe3Br,Triclinic,0.4908
Li2CuP2O7,Triclinic,0.4908
Rb6U2(Cu4S5)3,Cubic,0.4908
FeS4N4Cl5,Triclinic,0.4905
MgCo3SbO8,Monoclinic,0.4904
NaCu(PO3)3,Triclinic,0.4902
Ba2ZrC8O19,Monoclinic,0.49
Li3V2Cr2O8,Monoclinic,0.49
MgTiMnO4,Orthorhombic,0.4899
Mn3Cd3(TeO6)2,Trigonal,0.4897
HfMg6BO7,Tetragonal,0.4896
Na2ZrSi3O11,Monoclinic,0.4896
Li3Mn(CoO3)2,Triclinic,0.4895
CoSb2(N2F3)3,Monoclinic,0.4894
ThP2(HO4)2,Orthorhombic,0.4894
Ca2FeBiO6,Cubic,0.4893
Te4MoW3Se4,Trigonal,0.4893
Be12Al8Si24O73,Orthorhombic,0.4887
Cs2Mo3P5O19,Monoclinic,0.4887
K2BiBr5O2,Orthorhombic,0.4883
Li5Co2Ni3O10,Triclinic,0.4883
Al6Cu2B4O17,Monoclinic,0.4881
Li4MnCo3O8,Triclinic,0.4879
Li5V2Co5O12,Monoclinic,0.4879
Mo3W(SeS3)2,Trigonal,0.4879
KCeMg14O16,Tetragonal,0.4879
K3NaP2O11,Monoclinic,0.4878
Li4Mn2Co5O12,Monoclinic,0.4878
LiFe7(OF3)3,Triclinic,0.4875
CeZn(BO2)5,Monoclinic,0.4875
SnC2(NF)6,Monoclinic,0.4874
KPrV4O12,Orthorhombic,0.4873
Li4V3P8O29,Triclinic,0.4873
MgMn4(OF)4,Triclinic,0.487
MgTi3V5O16,Triclinic,0.4867
SrTi(OF3)2,Monoclinic,0.4866
Li4V3P8O29,Triclinic,0.4864
SrLaCuSe3,Orthorhombic,0.4864
Li5Mn9(P2O7)8,Triclinic,0.4863
Mn2InSbO6,Triclinic,0.4863
Li4Mn3CoO8,Monoclinic,0.486
K3Er4(CuTe2)5,Orthorhombic,0.486
LiV(FeO2)4,Monoclinic,0.486
Li9Mn2Co5O16,Triclinic,0.4858
Mn3P6WO24,Trigonal,0.4858
In4H12C15O31,Cubic,0.4857
K8Rh3(Br9O5)2,Orthorhombic,0.4856
KAu(Br2O)2,Monoclinic,0.4856
Li7Mn4CoO12,Triclinic,0.4856
CaTa2(CuO4)2,Monoclinic,0.4855
Li5Nb6NiO18,Triclinic,0.4855
Ba4Li2(CdP2)3,Orthorhombic,0.4853
LiCu5(PO4)2,Triclinic,0.4853
Mn5Cu3(Te2O5)8,Orthorhombic,0.4852
Li7Mn4CoO12,Triclinic,0.4849
Li2Mn3FeO8,Orthorhombic,0.4848
Li3Mn3FeO8,Triclinic,0.4848
LiMn2(BO3)2,Triclinic,0.4846
Mg6TiFeO8,Tetragonal,0.4846
Na8MgTi2O8,Orthorhombic,0.4846
LiHfMg30O31,Orthorhombic,0.4845
MgCo6(O3F)3,Triclinic,0.4844
BaMg6AlO8,Tetragonal,0.4843
CaTi3V5O16,Triclinic,0.4842
RbMnCl3O2,Orthorhombic,0.4841
Mg30CuSiO32,Tetragonal,0.484
MgCo6(O2F)4,Monoclinic,0.484
Li4Mn3CoO8,Triclinic,0.4838
RbSm(SO6)2,Monoclinic,0.4838
Na2NdGeO5,Orthorhombic,0.4837
Li2Ni3SnO8,Monoclinic,0.4836
K3U3Si2O13,Hexagonal,0.4836
MgHg3(Cl4O3)2,Triclinic,0.4835
Ca2LaRuO6,Monoclinic,0.4835
MgMn2Co5O12,Triclinic,0.4835
Mg2NiSbO6,Monoclinic,0.4834
MgMn3SbO8,Triclinic,0.4831
CaCu(SiO3)2,Orthorhombic,0.4828
Li9Mn2Co5O16,Monoclinic,0.4828
Na3Fe(SO5)3,Trigonal,0.4824
K2Na4Fe2O5,Tetragonal,0.4822
MgFe6(OF)6,Triclinic,0.4821
Zn2Cu(AsO4)2,Triclinic,0.4821
Li3Fe5OF11,Triclinic,0.4819
Li9Mn2Co5O16,Triclinic,0.4818
MgMn6O7F5,Triclinic,0.4818
LiMn2(BO3)2,Triclinic,0.4817
NaHf2CuSe5,Orthorhombic,0.4817
MgCo6(O3F)3,Triclinic,0.4816
Li9Cr4(BO3)8,Triclinic,0.4813
Na2LiCeCl6,Cubic,0.4811
KMg30CO32,Tetragonal,0.481
MgCo6(O2F)4,Triclinic,0.481
MgMn4(O2F3)2,Triclinic,0.4809
Ba2Cr2CuF14,Monoclinic,0.4807
MgVCr3S8,Trigonal,0.4807
La4CeZr3O14,Trigonal,0.4806
Li7Mn4CoO12,Triclinic,0.4804
MgCo2(HO2)2,Orthorhombic,0.4803
CaNp(PO4)2,Triclinic,0.4801
MgCo4OF11,Triclinic,0.4798
MgV8(OF)8,Triclinic,0.4793
Na2CuP2O7,Monoclinic,0.4793
BaGaSiH,Trigonal,0.4792
CaLa2FeO6,Triclinic,0.4792
Li9Mn2Co5O16,Triclinic,0.4792
MgMn6(O2F)4,Triclinic,0.4791
RbPrSe2O13,Monoclinic,0.4791
KNa4SnSb3,Monoclinic,0.479
CoN6(ClO)2,Monoclinic,0.4789
BaTbFe4O7,Hexagonal,0.4784
MgFe8(OF)8,Monoclinic,0.4784
CaHf8(N2O)4,Triclinic,0.4784
Ba2LaCrO6,Cubic,0.4783
Zn4Cu11(SnSe4)5,Tetragonal,0.4783
CoSb(PO4)2,Monoclinic,0.4782
MgMn4(O2F3)2,Triclinic,0.4782
CaV2CuO7,Monoclinic,0.4781
ZnCu3(WO4)4,Triclinic,0.4781
NaMg30CO32,Tetragonal,0.4779
MoW(SeS)2,Trigonal,0.4777
MgCr2(SbO3)4,Tetragonal,0.4777
Mg6NbCdO8,Tetragonal,0.4776
Li6MgNi7O16,Triclinic,0.4775
NaLa2RuO6,Monoclinic,0.4775
Rb2LiAuF6,Cubic,0.4775
Te2Mo(WSe2)3,Trigonal,0.4775
BaCu6Te6Se,Monoclinic,0.4774
SmH8(NO5)3,Triclinic,0.4774
MgMn3Zn2O8,Triclinic,0.4769
Mg14AlCoO16,Tetragonal,0.4767
MgV2Cr4O12,Monoclinic,0.4767
Ca2SbWO6,Monoclinic,0.4763
IrS2Cl3O7,Monoclinic,0.4761
In2Si(AgSe3)2,Monoclinic,0.476
Te6Mo3WSe2,Trigonal,0.476
K2Mn(C2O5)2,Orthorhombic,0.4759
MoWSeS3,Trigonal,0.4758
Te2Mo3WSe6,Trigonal,0.4755
MgMn4(NiO6)2,Triclinic,0.4753
KCr3BiO12,Triclinic,0.475
KRb2TlI6,Cubic,0.4749
CuBiPtS3,Orthorhombic,0.4749
Li10V3Cr5O16,Triclinic,0.4749
Li2NiO2F,Monoclinic,0.4749
LiCoSnO4,Orthorhombic,0.4748
LiMn2(CO4)2,Monoclinic,0.4748
Li2Ni3SbO8,Trigonal,0.4746
LiMn2(B4O7)2,Monoclinic,0.4746
Li5Mn8(BO3)8,Triclinic,0.4744
TeS2N3Cl5,Monoclinic,0.4743
Li4MnCo2O7,Triclinic,0.4742
Ba2Mg(FeO2)4,Trigonal,0.4741
MgMn5CuO12,Triclinic,0.474
MgCo5(P2O7)4,Triclinic,0.474
CuH4(ClO)2,Orthorhombic,0.4739
MgCo4OF11,Triclinic,0.4738
Li2Mn4O5F3,Monoclinic,0.4737
Li3Mn2V5O12,Monoclinic,0.4736
Sr4MgMn4O10,Triclinic,0.4736
ZrCrCuS4,Orthorhombic,0.4735
Te2Mo(WSe2)3,Trigonal,0.4734
Ba2YInTe5,Orthorhombic,0.4732
BaP2(HO4)2,Orthorhombic,0.4731
VCdPO7,Monoclinic,0.473
Li9Mn2Co5O16,Monoclinic,0.4727
MgMn(SbO3)4,Triclinic,0.4726
Li3Mn2CoO6,Triclinic,0.4725
CuAg2P2O7,Monoclinic,0.4723
K9In9GeSb22,Triclinic,0.4722
MgH12SO10,Monoclinic,0.4722
Sr2InOsO6,Monoclinic,0.4722
CaU(SeO4)2,Triclinic,0.472
Rb3U3Ge2O13,Hexagonal,0.472
Ba5Ru2Br2O9,Hexagonal,0.4718
NaMg14MnO16,Tetragonal,0.4718
Er3S3OF,Tetragonal,0.4717
NaPr2RuO6,Monoclinic,0.4715
Ag5TePO4,Tetragonal,0.4713
RbLiMoO5,Orthorhombic,0.4712
CaLaFeO4,Tetragonal,0.4708
K2ScSi2O7,Orthorhombic,0.4707
Mg6NbCO8,Tetragonal,0.4706
MoWSeS3,Trigonal,0.4705
Mn8Si6ClO24,Monoclinic,0.4704
LiHfMg6O7,Tetragonal,0.4704
Li4TiMn3O8,Triclinic,0.47
Tl4CuTeO6,Triclinic,0.4698
BiRu5(CO)18,Triclinic,0.4695
Eu2ZnWO6,Cubic,0.4695
Rb3Tm(SO4)3,Monoclinic,0.4694
RbNd(SO6)2,Monoclinic,0.4693
CuH3C3O4,Monoclinic,0.4693
Ti4Fe(BiO3)6,Orthorhombic,0.4693
LiHfMg6O7,Tetragonal,0.4692
Mg30NbCrO32,Tetragonal,0.4692
MgMn6O7F5,Triclinic,0.4692
Li7V3P8O29,Triclinic,0.4691
Li3Co4(BO3)4,Monoclinic,0.469
Li2V3BiO8,Monoclinic,0.469
Li5Mn2CoO8,Triclinic,0.4689
Li9Mn2Co5O16,Triclinic,0.4688
Mo3W(SeS3)2,Trigonal,0.4687
NiPC5O2,Monoclinic,0.4685
Li4Mn8O13F3,Triclinic,0.4684
Li5Mn4(P2O7)4,Triclinic,0.4684
Na2H12SO11,Orthorhombic,0.4684
HfMg30CdO32,Tetragonal,0.4683
ZrCrAgS4,Orthorhombic,0.4682
LiMnP2O7,Triclinic,0.4679
Mo6H20Cl14O9,Monoclinic,0.4679
Li5Mn3(NiO5)2,Triclinic,0.4677
Cs3Cu2(BiS2)5,Orthorhombic,0.4676
K2ZrSi3O11,Orthorhombic,0.4676
MgCd2(CoO2)4,Orthorhombic,0.4675
Li2Mn5(FeO6)2,Monoclinic,0.4674
BaCu6Te6S,Monoclinic,0.4671
Sr3LaMn2O8,Orthorhombic,0.4669
Ca3Si4(NiO7)2,Monoclinic,0.4668
Na2CuSbF6,Cubic,0.4668
HgC4Br3N,Monoclinic,0.4668
Na3Co(Mo3O16)2,Triclinic,0.4666
Li7Mn2(CoO4)3,Triclinic,0.4665
Na4Mg(Ni2O5)2,Triclinic,0.4665
Li6V3P8O29,Triclinic,0.4661
Cr3B7BrO13,Cubic,0.4661
Li5Mn2CoO8,Triclinic,0.4661
LiCo3NiO8,Triclinic,0.4661
LiMg30TiO32,Tetragonal,0.466
BaYFe2O5,Orthorhombic,0.466
NaMg14TiO16,Orthorhombic,0.4659
CrSn3(PO4)6,Trigonal,0.4657
CuHgSeBr,Orthorhombic,0.4656
LiEr4Zr4O14,Monoclinic,0.4656
MgV3(OF)4,Monoclinic,0.4656
MgMn6O7F5,Triclinic,0.4655
Li7Mn4CoO12,Monoclinic,0.465
Li3MnCo3O8,Trigonal,0.4649
Ca8Ti3Mn5O20,Triclinic,0.4646
Li9Mn2Co5O16,Triclinic,0.4646
LiEr4Zr4O14,Orthorhombic,0.4645
Li9V12Cr7O48,Triclinic,0.4644
MgCr(GeO3)2,Monoclinic,0.4642
LiZn(ClO)3,Triclinic,0.4641
NaCu3SnSe4,Cubic,0.4639
LiCeMg6O8,Tetragonal,0.4638
MgHg8(NO4)4,Triclinic,0.4637
Mg14TiCuO16,Orthorhombic,0.4635
MgCu2(RhS2)4,Orthorhombic,0.4635
Mg14TiBO16,Orthorhombic,0.4635
Li7V3P8O29,Triclinic,0.4634
Al2P2NO11,Monoclinic,0.4634
MgCo4(HgO4)2,Monoclinic,0.4633
PrEu2NbO6,Cubic,0.4633
Ag4HgGe2S7,Monoclinic,0.4631
RbPr(SO6)2,Monoclinic,0.463
Li3TiNi3O8,Monoclinic,0.4628
MgMn6O5F7,Triclinic,0.4626
AlCoNF6,Orthorhombic,0.4624
BaMg30CuO32,Tetragonal,0.4618
MgCoBiO5,Monoclinic,0.4618
CdHg4(AsI2)2,Monoclinic,0.4617
Na2Th(SO6)3,Monoclinic,0.4617
LiCu2PO4,Monoclinic,0.4616
LiMnP2O7,Triclinic,0.4615
Li3Fe2CoO6,Monoclinic,0.4614
CaCr2(CuO4)2,Monoclinic,0.4613
LiMg30CO32,Tetragonal,0.461
HfMg6TiO8,Tetragonal,0.4607
Li4MnCo2O7,Triclinic,0.4606
ZnCu2(BO3)2,Monoclinic,0.4605
Mg6AlCrO8,Tetragonal,0.4602
Li7Mn2(CoO4)3,Triclinic,0.46
MgFe12(OF)12,Monoclinic,0.46
Na13Mn5(SiO3)12,Monoclinic,0.46
LiCo3OF5,Triclinic,0.4599
LiMn3(BO3)3,Triclinic,0.4599
Li7Mn4CoO12,Triclinic,0.4598
Na2Zr(SiO3)6,Orthorhombic,0.4598
Li3Mn3NiO8,Triclinic,0.4597
MgCo6(O2F)4,Triclinic,0.4596
Ca4TiMn3O12,Monoclinic,0.4593
Li2CuSnO4,Orthorhombic,0.4593
In2AgTe3I,Monoclinic,0.4591
K3Sm4(CuTe2)5,Orthorhombic,0.4589
Mn5As4(H11O13)2,Triclinic,0.4588
Na3Ca3AlSb4,Hexagonal,0.4586
KSmV4O12,Orthorhombic,0.4586
MgMn4Zn2O8,Triclinic,0.4585
Na2Cu5(Si2O7)2,Triclinic,0.4585
In2Cu2SiS6,Monoclinic,0.4584
Li3Mn3CoO8,Monoclinic,0.4584
GaCuSeS,Orthorhombic,0.4579
Li7Mn2(CoO4)3,Monoclinic,0.4577
Cr3Fe2Sb3O16,Monoclinic,0.4576
SrLa3(NiO4)2,Orthorhombic,0.4576
TiC2(NF)6,Monoclinic,0.4574
Li2Mn2NiO6,Triclinic,0.4574
Li9Mn2Co5O16,Triclinic,0.4572
KHfMg6O7,Tetragonal,0.457
Li9Mn2Co5O16,Triclinic,0.457
Li7Mn4CoO12,Triclinic,0.4569
Li4Mn3(SnO5)2,Triclinic,0.4567
BaLa3(NiO4)2,Orthorhombic,0.4565
GeC4NCl3,Orthorhombic,0.4563
Li4V3P8O29,Triclinic,0.4561
Li5Mn2CoO8,Triclinic,0.456
MgMn4(O3F)2,Monoclinic,0.456
Li3Cr(CoO3)2,Triclinic,0.4559
Li2Mn3FeO8,Monoclinic,0.4558
Li3Co4SnO8,Triclinic,0.4558
MoWSeS3,Trigonal,0.4556
CsLa(SO6)2,Monoclinic,0.4555
Li9Mn2Co5O16,Triclinic,0.4555
Mg6AlVO8,Tetragonal,0.4555
FeBr(NO)3,Hexagonal,0.4555
MoN2O3F2,Orthorhombic,0.4553
La4Nd4S4O7,Monoclinic,0.4552
Rb2MoSO4,Trigonal,0.455
Li7Mn4CoO12,Monoclinic,0.4546
Li7Mn4CoO12,Triclinic,0.4545
MgMn6(O2F)4,Triclinic,0.4544
NiP4N2O19,Triclinic,0.4543
Mg5Ti(BO5)2,Orthorhombic,0.4542
MgMn9CdO10,Monoclinic,0.454
CaV6O11F,Triclinic,0.4538
Gd3BeCrS7,Hexagonal,0.4537
Li4Mn3NbO8,Triclinic,0.4537
KNaMo2O5,Triclinic,0.4536
Li7Mn2(CoO4)3,Triclinic,0.4533
MgCuSb2O7,Monoclinic,0.4531
SrCu3(SnO3)4,Cubic,0.4531
Li7MgNi7O16,Triclinic,0.453
LiV3(O2F)2,Triclinic,0.453
BaCu2SnSe4,Orthorhombic,0.453
CuHgSI,Orthorhombic,0.4529
YMg30AlO32,Tetragonal,0.4528
Li7Mn2(CoO4)3,Triclinic,0.4527
ZnCuAsO5,Orthorhombic,0.4527
KIBr2O,Monoclinic,0.4527
Mg6MnAlO8,Tetragonal,0.4523
Mg14TiCoO16,Orthorhombic,0.4521
CuH5N2Cl3,Orthorhombic,0.4519
ZrCrCuS4,Orthorhombic,0.4519
Li9Mn2Co5O16,Triclinic,0.4518
NaMnCuSe2,Trigonal,0.4518
Li2MnCoO4,Monoclinic,0.4517
Na2MgMn2O8,Orthorhombic,0.4516
SrU(SeO4)2,Triclinic,0.4516
Li4V3P8O29,Triclinic,0.4515
Li4Mn3CoO8,Triclinic,0.4513
LiCo5O7F,Monoclinic,0.4512
TiCrAgS4,Orthorhombic,0.4511
Mg30MnBO32,Tetragonal,0.451
LiCu5(PO4)2,Triclinic,0.4509
Zn2Cr3GaSe8,Trigonal,0.4508
